content,author,source
"Ở đời, vật dài, ngắn,
Nhỏ, lớn, đẹp hay xấu
Phàm không cho không lấy,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 409
"Người không có hy cầu,
Ðời này và đời sau,
Không hy cầu, giải thoát,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 410
"Người không còn tham ái,
Có trí, không nghi hoặc,
Thể nhập vào bất tử,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 411
"Người sống ở đời này
Không nhiễm cả thiện ác,
Không sầu, sạch không bụi
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 412
"Như trăng, sạch không uế
Sáng trong và tịnh lặng,
Hữu ái, được đoạn tận,
Ta gọi Bà là môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 413
"Vượt đường nguy hiểm này,
Nhiếp phục luân hồi, si,
Ðến bờ kia thiền định
Không dục ái, không nghi,
Không chấp trước, tịch tịnh,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 414
"Ai ở đời, đoạn dục,
Bỏ nhà, sống xuất gia,
Dục hữu được đoạn tận,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 415
"Ai ở đời đoạn ái
Bỏ nhà, sống xuất gia,
Ái hữu được đoạn tận,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 416
"Bỏ trói buộc loài người,
Vượt trói buộc cõi trời.
Giải thoát mọi buộc ràng,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 417
"Bỏ điều ưa, điều ghét,
Mát lạnh, diệt sanh y
Bậc anh hùng chiến thắng,
Nhiếp phục mọi thế giới,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 418
"Ai hiểu rõ hoàn toàn
Sanh tử các chúng sanh,
Không nhiễm, khéo vượt qua,
Sáng suốt chân giác ngộ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 419
"Với ai, loài trời, người
Cùng với Càn thát bà,
Không biết chỗ thọ sanh
Lậu tận bậc La hán.
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 420
"Ai quá, hiện, vị lai
Không một sở hữu gì,
Không sở hữu không nắm,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 421
"Bậc trâu chúa, thù thắng
Bậc anh hùng, đại sĩ,
Bậc chiến thắng, không nhiễm,
Bậc tẩy sạch, giác ngộ,
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 422
"Ai biết được đời trước,
Thấy thiên giới, đọa xứ,
Ðạt được sanh diệt tận
Thắng trí, tự viên thành
Bậc mâu ni đạo sĩ.
Viên mãn mọi thành tựu
Ta gọi Bà-la-môn.",Kinh Pháp Cú,Phẩm Bà-la-môn - Bài Kệ 423
